date,flow_ev_t,DMV_ID,stock_ev_t,stock_all_t,gas_price_t,elec_price_t,C_gas_t,C_ev_t,tco_adv_t,adopt_ev_t,adopt_ev_cum_t,adopt_ev_cum_prev
2011-03-01,324.0,1.0,316.0,2377463.0,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,324.0,324.0,0.0
2011-04-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,334.0,324.0
2011-05-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,344.0,334.0
2011-06-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,354.0,344.0
2011-07-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,364.0,354.0
2011-08-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,374.0,364.0
2011-09-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,384.0,374.0
2011-10-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,394.0,384.0
2011-11-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,404.0,394.0
2011-12-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,414.0,404.0
2012-01-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,424.0,414.0
2012-02-01,10.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,10.0,434.0,424.0
2012-03-01,54.0,2.0,391.0,2382103.0,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,54.0,488.0,434.0
2012-04-01,66.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,66.0,554.0,488.0
2012-05-01,69.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,69.0,623.0,554.0
2012-06-01,66.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,66.0,689.0,623.0
2012-07-01,68.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,68.0,757.0,689.0
2012-08-01,69.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,69.0,826.0,757.0
2012-09-01,66.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,66.0,892.0,826.0
2012-10-01,69.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,69.0,961.0,892.0
2012-11-01,66.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,66.0,1027.0,961.0
2012-12-01,68.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,68.0,1095.0,1027.0
2013-01-01,69.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,69.0,1164.0,1095.0
2013-02-01,62.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,62.0,1226.0,1164.0
2013-03-01,113.0,3.0,1166.0,2383165.0,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,113.0,1339.0,1226.0
2013-04-01,122.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,122.0,1461.0,1339.0
2013-05-01,127.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,127.0,1588.0,1461.0
2013-06-01,122.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,122.0,1710.0,1588.0
2013-07-01,126.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,126.0,1836.0,1710.0
2013-08-01,126.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,126.0,1962.0,1836.0
2013-09-01,122.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,122.0,2084.0,1962.0
2013-10-01,126.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,126.0,2210.0,2084.0
2013-11-01,122.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,122.0,2332.0,2210.0
2013-12-01,126.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,126.0,2458.0,2332.0
2014-01-01,126.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,126.0,2584.0,2458.0
2014-02-01,114.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,114.0,2698.0,2584.0
2014-03-01,137.0,4.0,2517.0,2401700.0,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,137.0,2835.0,2698.0
2014-04-01,135.0,,,,2.478,0.1999282051282051,0.08850000000000001,0.05997846153846153,0.02852153846153848,135.0,2970.0,2835.0
