date,gas_price_t,credit_tsla,credit_gm,credit_other,fed_credit_avg_t,s_inc_30d_t,s_inc_25e_t,lease_share_t,used_purchase_share_t,state_rebate_t,delta_t,total_subsidy_t,avg_msrp_ev_stock_t,avg_msrp_t,subsidy_share_t,valley_dummy_t,urgency_t,zev_index_t,fed_policy_index_t,elec_price_t,tco_adv_t
2012-04-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2012-05-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2012-06-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2012-07-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2012-08-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2012-09-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2012-10-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2012-11-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2012-12-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-01-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-02-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-03-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-04-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-05-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-06-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-07-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-08-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-09-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-10-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-11-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2013-12-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-01-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-02-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-03-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-04-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-05-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-06-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-07-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-08-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-09-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-10-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-11-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2014-12-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2015-01-01,2.478,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1999282051282051,0.02852153846153848
2015-02-01,2.402,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.20510769230769227,0.024253406593406607
2015-03-01,2.578,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1968205128205128,0.03302527472527473
2015-04-01,2.622,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18438974358974355,0.03832593406593408
2015-05-01,2.85,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18749743589743587,0.045536483516483525
2015-06-01,2.927,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19474871794871793,0.046111098901098914
2015-07-01,2.944,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1937128205128205,0.047029010989010994
2015-08-01,2.744,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19060512820512815,0.04081846153846156
2015-09-01,2.479,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19060512820512815,0.031354175824175844
2015-10-01,2.339,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18956923076923077,0.026664945054945058
2015-11-01,2.308,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18853333333333333,0.02586857142857142
2015-12-01,2.238,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18128205128205124,0.02554395604395606
2016-01-01,2.108,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.177983863312767,0.02189055529188419
2016-02-01,1.939,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1812199335548173,0.014884019933554815
2016-03-01,1.994,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18229862363550073,0.016524698623635502
2016-04-01,2.19,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1876920740389179,0.021906663502610335
2016-05-01,2.362,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19092814428096821,0.027078699572852402
2016-06-01,2.418,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1930855244423351,0.028431485524442343
2016-07-01,2.393,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.1930855244423351,0.027538628381585176
2016-08-01,2.316,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19416421452301855,0.02446502135738015
2016-09-01,2.304,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19847897484575228,0.022742021831988604
2016-10-01,2.334,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19740028476506885,0.024137057427622212
2016-11-01,2.365,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19092814428096821,0.027185842429995263
2016-12-01,2.408,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18553469387755103,0.030339591836734688
2017-01-01,2.519,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18992373900971773,0.032987164011370404
2017-02-01,2.462,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.19211938917167978,0.030292754677067504
2017-03-01,2.42,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,0.0,0.85,6375.0,42183.93,42183.93,0.15112389955132202,0,0.0,0.0,0.1,0.18663026376677463,0.030439492298539032
2017-04-01,2.475,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,42183.93,42183.93,0.19853531901840346,0,0.0,0.0,0.1,0.18992373900971773,0.03141573543994183
2017-05-01,2.486,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,42183.93,42183.93,0.19853531901840346,0,0.0,0.0,0.1,0.20309763998149005,0.027856422291267273
2017-06-01,2.469,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,42183.93,42183.93,0.19853531901840346,0,0.0,0.0,0.1,0.20639111522443315,0.02626123686124148
2017-07-01,2.417,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,52937.74,52937.74,0.15820471368819297,0,0.0,0.0,0.1,0.20639111522443315,0.02440409400409862
2017-08-01,2.48,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,52856.67,52856.67,0.15844736340749427,0,0.0,0.0,0.1,0.20419546506247108,0.027312789052687247
2017-09-01,2.793,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,52488.79,52488.79,0.15955787892995818,0,0.0,0.0,0.1,0.20639111522443315,0.03783266543267006
2017-10-01,2.605,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,52488.79,52488.79,0.15955787892995818,0,0.0,0.0,0.1,0.20529329014345207,0.03144772724267867
2017-11-01,2.63,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51499.68,51499.68,0.16262236969239421,0,0.0,0.0,0.1,0.19541286441462286,0.03530471210418458
2017-12-01,2.575,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51499.68,51499.68,0.16262236969239421,0,0.0,0.0,0.1,0.18663026376677463,0.03597520658425333
2018-01-01,2.633,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51187.47,51187.47,0.1636142595053047,0,0.0,0.0,0.1,0.19915455365193868,0.03428934819013269
2018-02-01,2.685,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51187.47,51187.47,0.1636142595053047,0,0.0,0.0,0.1,0.2036299368800721,0.03480387607883551
2018-03-01,2.641,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51126.09,51126.09,0.16381068843715607,0,0.0,0.0,0.1,0.1957980162308386,0.035582023702176994
2018-04-01,2.831,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,50963.26,50963.26,0.164334071250544,0,0.0,0.0,0.1,0.2013922452660054,0.04068946927734123
2018-05-01,3.008,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51228.3,51228.3,0.16348385560325054,0,0.0,0.0,0.1,0.20698647430117223,0.04533262913821976
2018-06-01,2.993,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51064.77,51064.77,0.1640073968804716,0,0.0,0.0,0.1,0.21593724075743914,0.04211168491562539
2018-07-01,2.931,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51124.98,51124.98,0.16381424501290756,0,0.0,0.0,0.1,0.21705608656447248,0.03956174545922969
2018-08-01,2.905,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51296.6,51296.6,0.16326618138434126,0,0.0,0.0,0.1,0.21258070333633902,0.03997578899909829
2018-09-01,2.891,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51406.87,51406.87,0.162915968235374,0,0.0,0.0,0.1,0.21593724075743914,0.03846882777276825
2018-10-01,2.897,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51381.14,51381.14,0.1629975512415645,0,0.0,0.0,0.1,0.21593724075743914,0.03868311348705396
2018-11-01,2.753,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51212.73,51212.73,0.16353355894130228,0,0.0,0.0,0.1,0.2036299368800721,0.037232447507406945
2018-12-01,2.562,7500.0,7500.0,7500.0,7500.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,8375.0,51427.14,51427.14,0.1628517549294011,0,0.0,0.0,0.1,0.1935603246167719,0.03343190261496844
2019-01-01,2.42,3750.0,7500.0,7500.0,6037.5,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,7131.875,51875.72,51875.72,0.13748001955442737,0,0.0,0.0,0.1,0.19724902143522838,0.027253864998002912
2019-02-01,2.378,3750.0,7500.0,7500.0,6037.5,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,7131.875,51863.52,51863.52,0.13751235936164766,0,0.0,0.0,0.1,0.20066952469711094,0.024727714019438157
2019-03-01,2.547,3750.0,7500.0,7500.0,6037.5,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,7131.875,51577.67,51577.67,0.13827447032795395,0,0.0,0.0,0.1,0.19154818266542406,0.0334998309146585
2019-04-01,2.79,3750.0,3750.0,7500.0,5850.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6972.5,51555.13,51555.13,0.1352435732389774,0,0.0,0.0,0.1,0.19952935694315005,0.03978405005991213
2019-05-01,2.937,3750.0,3750.0,7500.0,5850.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6972.5,51545.11,51545.11,0.13526986362042878,0,0.0,0.0,0.1,0.19724902143522838,0.04571815071228862
2019-06-01,2.798,3750.0,3750.0,7500.0,5850.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6972.5,51544.92,51544.92,0.13527036223938266,0,0.0,0.0,0.1,0.21093103448275863,0.03664926108374385
2019-07-01,2.805,1875.0,3750.0,7500.0,5118.75,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6350.9375,51462.83,51462.83,0.12340824435811244,0,0.0,0.0,0.1,0.2120712022367195,0.036557210757555594
2019-08-01,2.747,1875.0,3750.0,7500.0,5118.75,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6350.9375,51454.22,51454.22,0.12342889465625949,0,0.0,0.0,0.1,0.20979086672879774,0.03516988283850353
2019-09-01,2.617,1875.0,3750.0,7500.0,5118.75,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6350.9375,51327.14,51327.14,0.12373449017420414,0,0.0,0.0,0.1,0.21321136999068036,0.0295008747170816
2019-10-01,2.542,1875.0,1875.0,7500.0,5025.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6271.25,51246.45,51246.45,0.12237433031946604,0,0.0,0.0,0.1,0.2120712022367195,0.027164353614698433
2019-11-01,2.565,1875.0,1875.0,7500.0,5025.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6271.25,51032.99,51032.99,0.1228861957725777,0,0.0,0.0,0.1,0.20523019571295437,0.030038084143256552
2019-12-01,2.553,1875.0,1875.0,7500.0,5025.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,6271.25,51003.14,51003.14,0.12295811591207914,0,0.0,0.0,0.1,0.19724902143522838,0.032003864998002916
2020-01-01,2.59,0.0,1875.0,7500.0,4293.75,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,5649.6875,50918.38,50918.38,0.11095575900097372,1,0.0,0.0,0.1,0.2038973612374886,0.03133079162875342
2020-02-01,2.455,0.0,1875.0,7500.0,4293.75,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,5649.6875,50902.14,50902.14,0.11099115872142114,1,0.0,0.0,0.1,0.2015803457688808,0.027204467697907193
2020-03-01,2.309,0.0,1875.0,7500.0,4293.75,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,5649.6875,50746.82,50746.82,0.11133086762874994,1,0.0,0.0,0.1,0.19926333030027293,0.022685286624203847
2020-04-01,2.074,0.0,0.0,7500.0,4200.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,5570.0,50658.48,50658.48,0.1099519764509318,1,0.0,0.0,0.1,0.20042183803457686,0.01394487716105551
2020-05-01,2.043,0.0,0.0,7500.0,4200.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,5570.0,50829.85,50829.85,0.10958127950407094,1,0.0,0.0,0.1,0.21432393084622384,0.008667106460418572
2020-06-01,2.112,0.0,0.0,7500.0,4200.0,0.9106120992730372,0.6765939625090218,0.3,0.0,2000.0,0.85,5570.0,50889.84,50889.84,0.10945210281659365,1,0.0,0.0,0.1,0.2212749772520473,0.009046078252957238
