managed_flag,charge_location_type,kwh,share
False,home,152562.01615991112,0.8739231717976449
False,long_public,12309.646058603243,0.07051352097998645
False,work,6560.971678992503,0.03758330758928657
False,quick_public,2336.5610913040964,0.013384556204809873
False,civic,802.2331220762954,0.004595443428272348
