date,flow_ev_t,DMV_ID,stock_ev_t,stock_all_t,zip,gas_price_t,elec_price_t,C_gas_t,C_ev_t,tco_adv_t,adopt_ev_t_full,adopt_ev_cum_t_full,adopt_ev_cum_prev_full,sample_weight,market_size,adopt_ev_t,adopt_ev_cum_t,adopt_ev_cum_prev,remaining_market,imitation_share,interval_days,log_interval_scale,log_remaining_market,zip_idx,date_idx,flow_ev_t_hat_one_step,flow_ev_t_hat_fit,flow_ev_t_hat_anchor,stock_ev_t_hat_fit,stock_ev_t_hat_one_step,stock_ev_t_hat_anchor,is_train
2018-12-01,9.0,21.0,108.0,,11590,2.562,0.193505,0.0915,0.0580515,0.0334485,9.0,209.0,200.0,0.35,16328.865764162598,9.0,209.0,200.0,16128.865764162598,0.012248248156889463,30.0,0.0,9.688365850243985,0,11,6.730806483613339,6.662034657270653,,68.70149871921974,69.0942848108543,73.91463725970075,1
2019-01-01,12.0,22.0,115.0,,11590,2.42,0.18899100000000002,0.08642857142857142,0.056697300000000006,0.029731271428571418,12.0,221.0,209.0,0.35,16328.865764162598,12.0,221.0,209.0,16119.865764162598,0.01279941932394949,31.0,0.0,9.68780768874075,0,12,6.9388514637666505,6.816115541463247,,75.14779253760798,75.66104519361126,85.5050353276125,1
2019-02-01,12.0,23.0,124.0,,11590,2.378,0.195275,0.08492857142857144,0.058582499999999996,0.02634607142857144,12.0,233.0,221.0,0.35,16328.865764162598,12.0,233.0,221.0,16107.865764162598,0.013534314213362857,31.0,0.0,9.687062988447833,0,13,7.215876875350194,6.9736259203015205,,81.65883413203761,82.41114835868309,96.93822358155195,1
2019-03-01,8.0,24.0,134.0,,11590,2.547,0.18817,0.09096428571428572,0.056451,0.03451328571428572,8.0,241.0,233.0,0.35,16328.865764162598,8.0,241.0,233.0,16095.865764162598,0.014269209102776225,28.0,0.0,9.686317733163062,0,14,7.492481835176555,7.134635740986055,,88.29294906938819,89.3975070709084,104.3278898610583,1
2019-04-01,3.0,25.0,137.0,,11590,2.79,0.185105,0.09964285714285714,0.0555315,0.04411135714285715,3.0,244.0,241.0,0.35,16328.865764162598,3.0,244.0,241.0,16087.865764162598,0.014759139029051804,31.0,0.0,9.685820587569008,0,15,7.676651557417915,7.299216069999746,,95.05277534571329,96.52663240480906,106.70545203800778,1
2019-05-01,7.0,26.0,126.0,,11590,2.937,0.187827,0.10489285714285713,0.0563481,0.04854475714285714,7.0,251.0,244.0,0.35,16328.865764162598,7.0,251.0,244.0,16084.865764162598,0.014942862751405146,30.0,0.0,9.68563409423343,0,16,7.745667026494581,7.4674390954942105,,101.94102728811079,103.68306426137165,113.11297063849246,1
2019-06-01,6.0,27.0,134.0,,11590,2.798,0.215887,0.09992857142857144,0.0647661,0.03516247142857144,6.0,257.0,251.0,0.35,16328.865764162598,6.0,257.0,251.0,16077.865764162598,0.015371551436896277,31.0,0.0,9.685198807814777,0,17,7.906600927871375,7.639378128726589,,108.95736908497949,110.95628289014643,118.46549935695123,1
2019-07-01,7.0,28.0,140.0,,11590,2.805,0.21162,0.10017857142857144,0.063486,0.036692571428571435,7.0,264.0,257.0,0.35,16328.865764162598,7.0,264.0,257.0,16071.865764162598,0.01573899888160296,30.0,0.0,9.684825554304751,0,18,8.044430399557724,7.815107604487214,,116.10324371498764,118.32058082135397,124.74487721489582,1
2019-08-01,9.0,29.0,145.0,,11590,2.747,0.22709700000000002,0.09810714285714285,0.0681291,0.029978042857142853,9.0,273.0,264.0,0.35,16328.865764162598,9.0,273.0,264.0,16064.865764162598,0.01616768756709409,31.0,0.0,9.684389915720626,0,19,8.205098598782406,7.99470308045622,,123.38099301133705,125.7966428962468,132.99086843512134,1
2019-09-01,5.0,30.0,152.0,,11590,2.617,0.223472,0.09346428571428571,0.06704159999999999,0.026422685714285715,5.0,278.0,273.0,0.35,16328.865764162598,5.0,278.0,273.0,16055.865764162598,0.01671885873415412,31.0,0.0,9.683829529963061,0,20,8.41146177190698,8.178241235424665,,130.79085192556477,133.42679093913563,137.1967234906887,1
2019-10-01,8.0,31.0,154.0,,11590,2.542,0.203441,0.09078571428571428,0.0610323,0.029753414285714277,8.0,286.0,278.0,0.35,16328.865764162598,8.0,286.0,278.0,16050.865764162598,0.017025064938076356,30.0,0.0,9.683518068795735,0,21,8.526005786062985,8.365799866313203,,138.32852244631783,141.11115251944787,144.31825294629337,1
2019-11-01,5.0,32.0,153.0,,11590,2.565,0.209325,0.09160714285714286,0.0627975,0.028809642857142853,5.0,291.0,286.0,0.35,16328.865764162598,5.0,291.0,286.0,16042.865764162598,0.017514994864351933,31.0,0.0,9.683019529063225,0,22,8.709124378911383,8.557457883918799,,145.99390966458134,148.91352935260224,148.34016024214094,1
2019-12-01,7.0,33.0,155.0,,11590,2.553,0.20593599999999998,0.09117857142857143,0.06178079999999999,0.02939777142857144,7.0,298.0,291.0,0.35,16328.865764162598,7.0,298.0,291.0,16037.865764162598,0.01782120106827417,30.0,0.0,9.682707815470529,0,23,8.82347860581588,8.753295307317254,,153.75790162150378,156.73104317461093,154.30624277620888,1
2020-01-01,2.0,34.0,158.0,,11590,2.59,0.205478,0.0925,0.061643399999999994,0.030856600000000005,2.0,300.0,298.0,0.35,16328.865764162598,2.0,300.0,298.0,16030.865764162598,0.018249889753765302,31.0,0.0,9.682271253138465,0,24,8.983451891719664,8.953393256846727,,161.6096958197486,164.59519943134603,155.12091682415422,1
2020-02-01,5.0,35.0,155.0,,11590,2.455,0.19767600000000002,0.08767857142857143,0.0593028,0.028375771428571422,5.0,305.0,300.0,0.35,16328.865764162598,5.0,305.0,300.0,16028.865764162598,0.018372372235334195,31.0,0.0,9.682146486029868,0,25,9.029132266600204,9.157833945594586,,169.51786492958587,172.35503083895742,158.798746630257,1
2020-03-01,4.0,36.0,154.0,,11590,2.309,0.19449000000000002,0.08246428571428573,0.058347,0.024117285714285723,4.0,309.0,305.0,0.35,16328.865764162598,4.0,309.0,305.0,16023.865764162598,0.01867857843925643,29.0,0.0,9.681834500136489,0,26,9.143282107233848,9.366700669307273,,177.56341447049542,180.15582810016133,161.46031433544414,1
2020-04-01,4.0,37.0,158.0,,11590,2.074,0.200328,0.07407142857142857,0.060098399999999996,0.01397302857142857,4.0,313.0,309.0,0.35,16328.865764162598,4.0,313.0,309.0,16019.865764162598,0.01892354340239422,31.0,0.0,9.681584841321488,0,27,9.234549423271114,9.580077794639886,,185.74717301371186,187.9723126280866,164.17400561972755,1
2020-05-01,0.0,38.0,159.0,,11590,2.043,0.205233,0.07296428571428572,0.0615699,0.01139438571428572,0.0,313.0,313.0,0.35,16328.865764162598,0.0,313.0,313.0,16015.865764162598,0.01916850836553201,30.0,0.0,9.6813351201614,0,28,9.32577002244647,9.798050745659497,,194.07282750379576,195.8064634479724,162.91620560514076,1
2020-06-01,6.0,39.0,151.0,,11590,2.112,0.236011,0.07542857142857143,0.0708033,0.004625271428571429,6.0,319.0,313.0,0.35,16328.865764162598,6.0,319.0,313.0,16015.865764162598,0.01916850836553201,31.0,0.0,9.6813351201614,0,29,9.32577002244647,10.020705988513203,,202.53681686885946,203.5612210889764,167.56929842624797,1
2020-07-01,8.0,40.0,154.0,,11590,2.143,0.233034,0.07653571428571428,0.06991019999999999,0.006625514285714285,8.0,327.0,319.0,0.35,16328.865764162598,8.0,327.0,319.0,16009.865764162598,0.019535955810238693,30.0,0.0,9.680960421456085,0,30,9.462513327093426,10.24813101416905,,211.13473177475714,211.36401333919537,174.08851380153928,1
2020-08-01,4.0,41.0,157.0,,11590,2.129,0.223776,0.07603571428571429,0.06713279999999999,0.008902914285714297,4.0,331.0,327.0,0.35,16328.865764162598,4.0,331.0,327.0,16001.865764162598,0.020025885736514273,31.0,0.0,9.680460604683633,0,31,9.644674224272682,10.480414319135063,,219.86414262516075,219.2520260632473,176.51969045281143,1
2020-09-01,4.0,42.0,160.0,,11590,2.122,0.233586,0.07578571428571428,0.0700758,0.005709914285714282,4.0,335.0,331.0,0.35,16328.865764162598,4.0,335.0,331.0,15997.865764162598,0.020270850699652062,31.0,0.0,9.680210602584879,0,32,9.735684597569447,10.717645384058589,,228.72590077920003,227.13030077722797,178.84273305917964,1
2020-10-01,14.0,43.0,163.0,,11590,2.078,0.19449000000000002,0.0742142857142857,0.058347,0.015867285714285702,14.0,349.0,335.0,0.35,16328.865764162598,14.0,349.0,335.0,15993.865764162598,0.02051581566278985,30.0,0.0,9.679960537969444,0,33,9.826648254004303,10.959914650105288,,237.68023208777257,234.95388324354568,191.00164247715216,1
2020-11-01,10.0,44.0,170.0,,11590,2.05,0.217667,0.0732142857142857,0.0653001,0.007914185714285704,10.0,359.0,349.0,0.35,16328.865764162598,10.0,359.0,349.0,15979.865764162598,0.021373193033772112,31.0,0.0,9.679084819044846,0,34,10.144653156238759,11.207313493014091,,246.6857255211825,242.90290174249384,198.82959293558713,1
2020-12-01,4.0,45.0,180.0,,11590,2.137,0.20121,0.07632142857142857,0.060363,0.015958428571428568,4.0,363.0,359.0,0.35,16328.865764162598,4.0,363.0,359.0,15969.865764162598,0.021985605441616585,30.0,0.0,9.678458835673581,0,35,10.371449138513338,11.459934194721535,,255.70152387881018,250.8369704148884,200.4571052052352,1
2021-01-01,12.0,46.0,181.0,,11590,2.316,0.194951,0.08271428571428571,0.058485300000000004,0.02422898571428571,12.0,375.0,363.0,1.0,16328.865764162598,12.0,375.0,363.0,15965.865764162598,0.022230570404754377,31.0,0.0,9.678208332564399,0,36,10.462085776914828,11.717869912445948,,264.7359115174476,258.62383803035686,209.8486868830937,1
2021-02-01,8.0,47.0,189.0,,11590,2.498,0.196239,0.08921428571428572,0.0588717,0.03034258571428572,8.0,383.0,375.0,1.0,16328.865764162598,8.0,383.0,375.0,15953.865764162598,0.022965465294167743,31.0,0.0,9.677456446505792,0,37,10.73371539094784,11.981214645119037,,273.8702195692192,266.52047411737874,215.1860657666259,1
2021-03-01,18.0,48.0,194.0,,11590,2.754,0.213526,0.09835714285714285,0.0640578,0.03429934285714285,18.0,401.0,383.0,1.0,16328.865764162598,18.0,401.0,383.0,15945.865764162598,0.023455395220443324,28.0,0.0,9.67695487487591,0,38,10.914568215993636,12.250063197049604,,283.134393726876,274.46307492276543,230.54318545561583,1
2021-04-01,4.0,49.0,208.0,,11590,2.769,0.219437,0.09889285714285714,0.06583109999999999,0.033061757142857154,4.0,405.0,401.0,1.0,16328.865764162598,4.0,405.0,401.0,15927.865764162598,0.024557737554563374,31.0,0.0,9.675825418044193,0,39,11.320803838241249,12.524511138701303,,292.54444178967367,282.69108747171504,231.84627857717678,1
2021-05-01,13.0,50.0,212.0,,11590,2.937,0.216873,0.10489285714285713,0.0650619,0.03983095714285713,13.0,418.0,405.0,1.0,16328.865764162598,13.0,418.0,405.0,15923.865764162598,0.024802702517701163,30.0,0.0,9.675574254303378,0,40,11.410949949592691,12.804654764463539,,302.109067901402,290.89317151963826,242.1652106994457,1
2021-06-01,24.0,51.0,212.0,,11590,3.027,0.23659300000000003,0.10810714285714286,0.07097790000000001,0.03712924285714285,24.0,442.0,418.0,1.0,16328.865764162598,24.0,442.0,418.0,15910.865764162598,0.02559883864789898,31.0,0.0,9.67475753620346,0,41,11.703602173157314,13.09059104729206,,311.82352699164096,299.2644794829025,263.2504635331878,1
2021-07-01,10.0,52.0,235.0,,11590,3.089,0.23117100000000002,0.11032142857142857,0.0693513,0.040970128571428566,10.0,452.0,442.0,1.0,16328.865764162598,10.0,452.0,442.0,15886.865764162598,0.027068628426725715,30.0,0.0,9.673247994270504,0,42,12.242586808358633,13.382417590093072,,321.6882507437793,308.04362461381606,270.02992572726595,1
2021-08-01,7.0,53.0,243.0,,11590,3.101,0.238252,0.11075,0.0714756,0.0392744,7.0,459.0,452.0,1.0,16328.865764162598,7.0,459.0,452.0,15876.865764162598,0.027681040834570188,31.0,0.0,9.672618345306152,0,43,12.46666737303473,13.680232573722362,,331.7291915382771,316.9319227654592,273.6621659279655,1
2021-09-01,28.0,54.0,244.0,,11590,3.188,0.243286,0.11385714285714287,0.0729858,0.04087134285714286,28.0,487.0,459.0,1.0,16328.865764162598,28.0,487.0,459.0,15869.865764162598,0.02810972952006132,31.0,0.0,9.672177355019818,0,44,12.623350039977769,13.984134701468463,,341.9499658429272,325.85885842620837,298.1669357498291,1
2021-10-01,14.0,55.0,267.0,,11590,3.311,0.217552,0.11825,0.0652656,0.0529844,14.0,501.0,487.0,1.0,16328.865764162598,14.0,501.0,487.0,15841.865764162598,0.029824484262025844,30.0,0.0,9.670411446573517,0,45,13.248650003853962,14.294223139886755,,352.3607742653523,335.2969165270183,308.45470199407964,1
2021-11-01,11.0,56.0,270.0,,11590,3.458,0.217497,0.12350000000000001,0.06524909999999999,0.05825090000000002,11.0,512.0,501.0,1.0,16328.865764162598,11.0,512.0,501.0,15827.865764162598,0.030681861633008106,31.0,0.0,9.669527321559736,0,46,13.560441563454471,14.610597455849307,,362.96341224095215,344.92594109374335,315.5204495101274,1
2021-12-01,22.0,57.0,279.0,,11590,3.387,0.22061,0.12096428571428572,0.06618299999999999,0.05478128571428573,22.0,534.0,512.0,1.0,16328.865764162598,22.0,534.0,512.0,15816.865764162598,0.03135551528163703,30.0,0.0,9.668832103119774,0,47,13.805019172965698,14.933357549673403,,373.74310431206504,354.655289140518,333.5174067943774,1
2022-01-01,16.0,58.0,288.0,,11590,3.342,0.20494199999999999,0.11935714285714286,0.06148259999999999,0.057874542857142865,16.0,550.0,534.0,1.0,16328.865764162598,16.0,550.0,534.0,15794.865764162598,0.03270282257889487,31.0,0.0,9.667440214571556,0,48,14.29311450318358,15.262603584190034,,384.7071559038608,364.73100598750113,345.43974179126315,1
2022-02-01,14.0,59.0,299.0,,11590,3.607,0.218064,0.1288214285714286,0.0654192,0.06340222857142859,14.0,564.0,550.0,1.0,16328.865764162598,14.0,564.0,550.0,15778.865764162598,0.03368268243144602,31.0,0.0,9.666426713753307,0,49,14.647205304783943,15.598435909612212,,395.87776190259945,375.0363318589164,355.3903260642219,1
2022-03-01,21.0,60.0,312.0,,11590,4.252,0.225942,0.15185714285714286,0.0677826,0.08407454285714286,21.0,585.0,564.0,1.0,16328.865764162598,21.0,585.0,564.0,15764.865764162598,0.03454005980242829,28.0,0.0,9.665539057141933,0,50,14.956421597371701,15.940954984061728,,407.26453241269223,385.53293762380883,372.44804472188684,1
2022-04-01,8.0,61.0,331.0,,11590,4.014,0.221159,0.14335714285714288,0.0663477,0.07700944285714288,8.0,593.0,585.0,1.0,16328.865764162598,8.0,593.0,585.0,15743.865764162598,0.03582612585890168,31.0,0.0,9.664206093097315,0,51,15.419173008331356,16.290261289612033,,418.87239047307116,396.3778134880118,376.3652332398441,1
2022-05-01,15.0,62.0,334.0,,11590,4.643,0.25454,0.16582142857142856,0.076362,0.08945942857142856,15.0,608.0,593.0,1.0,16328.865764162598,15.0,608.0,593.0,15735.865764162598,0.036316055785177256,30.0,0.0,9.663697829539538,0,52,15.595120562876666,16.64645524370446,,430.7056773479565,407.2813941308507,387.37470577577585,1
2022-06-01,16.0,63.0,343.0,,11590,4.847,0.2818233604,0.17310714285714288,0.08454700812,0.08856013473714287,16.0,624.0,608.0,1.0,16328.865764162598,16.0,624.0,608.0,15720.865764162598,0.037234674396943966,31.0,0.0,9.662744138522822,0,53,15.924518561481664,17.00963710579443,,442.77282744225425,418.40351921575194,399.17345354140417,1
2022-07-01,10.0,64.0,353.0,,11590,4.49,0.2785991614,0.16035714285714286,0.08357974842,0.07677739443714286,10.0,634.0,624.0,1.0,16328.865764162598,10.0,634.0,624.0,15704.865764162598,0.03821453424949513,30.0,0.0,9.66172586460496,0,54,16.275152315300733,17.37990687908467,,455.07336100096524,429.7560025980449,404.6679405132585,1
2022-08-01,16.0,65.0,363.0,,11590,3.971,0.28803368030000004,0.14182142857142857,0.08641010409000001,0.05541132448142856,16.0,650.0,634.0,1.0,16328.865764162598,16.0,650.0,634.0,15694.865764162598,0.0388269466573396,31.0,0.0,9.661088916462326,0,55,16.49391883693464,17.757364207202624,,467.6098919817076,441.19859289488915,416.27820673118543,1
2022-09-01,14.0,66.0,375.0,,11590,3.456,0.2830843604,0.12342857142857143,0.08492530812,0.03850326330857143,14.0,664.0,650.0,1.0,16328.865764162598,14.0,664.0,650.0,15678.865764162598,0.039806806509890755,31.0,0.0,9.660068954818769,0,56,16.843337952344065,18.142108265680402,,480.3924299741428,452.87040808064717,425.8849845566611,1
2022-10-01,13.0,67.0,383.0,,11590,3.453,0.2599750051,0.12332142857142857,0.07799250153,0.045328927041428574,13.0,677.0,664.0,1.0,16328.865764162598,13.0,677.0,664.0,15664.865764162598,0.04066418388087302,30.0,0.0,9.659175634193023,0,57,17.148466519514752,18.534237648096653,,493.42081632187603,464.72264741959054,434.19373713977967,1
2022-11-01,17.0,68.0,393.0,,11590,3.68,0.26376337629999996,0.13142857142857142,0.07912901288999999,0.05229955853857143,17.0,694.0,677.0,1.0,16328.865764162598,17.0,694.0,677.0,15651.865764162598,0.041460320011070834,31.0,0.0,9.658345407019734,0,58,17.431287763451326,18.933850246741805,,506.70204392533617,476.7290961645944,446.561776956282,1
2022-12-01,27.0,69.0,401.0,,11590,3.246,0.2524078524,0.11592857142857142,0.07572235572000001,0.04020621570857141,27.0,721.0,694.0,1.0,16328.865764162598,27.0,721.0,694.0,15634.865764162598,0.04250142110440644,30.0,0.0,9.657258684256275,0,59,17.800386378612465,19.341043127670353,,520.2415482685299,488.97845672948694,468.9622551161616,1
2023-01-01,25.0,70.0,426.0,,11590,3.266,0.22037085239999998,0.11664285714285715,0.06611125572,0.05053160142285715,25.0,746.0,721.0,1.0,16328.865764162598,25.0,746.0,721.0,15607.865764162598,0.04415493460558652,31.0,0.0,9.655530281815079,0,60,18.384867462722955,19.755912400006768,,534.0376567505141,501.6808188394681,489.12721963009676,1
2023-02-01,19.0,71.0,440.0,,11590,3.281,0.2208565838,0.11717857142857144,0.06625697514,0.050921596288571444,19.0,765.0,746.0,1.0,16328.865764162598,19.0,765.0,746.0,15582.865764162598,0.0456859656251977,31.0,0.0,9.653927241159817,0,61,18.924155779199076,20.178553079375202,,548.0940030983546,514.785184117037,503.1224365654615,1
2023-03-01,20.0,72.0,451.0,,11590,3.258,0.2169835435,0.11635714285714285,0.06509506305,0.051262079807142855,20.0,785.0,765.0,1.0,16328.865764162598,20.0,785.0,765.0,15563.865764162598,0.046849549200102196,28.0,0.0,9.652707209302577,0,62,19.332794421703547,20.60905894532718,,562.4173944945743,528.1596374662543,518.1685200032587,1
2023-04-01,33.0,73.0,463.0,,11590,3.436,0.21484068520000002,0.1227142857142857,0.06445220556,0.0582620801542857,33.0,818.0,785.0,1.0,16328.865764162598,33.0,818.0,785.0,15543.865764162598,0.04807437401579114,31.0,0.0,9.651421355158085,0,63,19.7618016376729,21.047522392646503,,577.0177639239712,541.8312926926783,545.9043577942698,1
2023-05-01,35.0,74.0,488.0,,11590,3.483,0.21853669620000002,0.12439285714285715,0.06556100886,0.058831848282857147,35.0,853.0,818.0,1.0,16328.865764162598,35.0,853.0,818.0,15510.865764162598,0.05009533496167791,30.0,0.0,9.649296074352412,0,64,20.467110175538597,21.49403427641596,,591.8979785425306,556.0678916564739,575.5589412289203,1
2023-06-01,31.0,75.0,516.0,,11590,3.496,0.2422203604,0.12485714285714286,0.07266610812,0.05219103473714286,31.0,884.0,853.0,1.0,16328.865764162598,31.0,884.0,853.0,15475.865764162598,0.052238778389133565,31.0,0.0,9.647037041975768,0,65,21.21169011879164,21.94868375073693,,607.0585612642844,570.9030097574725,600.6588854593292,1
2023-07-01,42.0,76.0,546.0,,11590,3.538,0.24336116140000003,0.12635714285714286,0.07300834842000001,0.053348794437142855,42.0,926.0,884.0,1.0,16328.865764162598,42.0,926.0,884.0,15444.865764162598,0.05413725685345143,30.0,0.0,9.645031914098507,0,66,21.868188252028865,22.41155810100003,,622.509426019984,586.2417295918834,636.4717023157175,1
2023-08-01,45.0,77.0,579.0,,11590,3.773,0.24037968029999998,0.13475,0.07211390408999999,0.06263609591000002,45.0,971.0,926.0,1.0,16328.865764162598,45.0,971.0,926.0,15402.865764162598,0.05670938896639822,31.0,0.0,9.642308859671376,0,67,22.75316127643793,22.882742569613026,,638.2527514346667,602.3037976151542,675.0883039681856,1
2023-09-01,23.0,78.0,617.0,,11590,3.72,0.23173044099999998,0.13285714285714287,0.0695191323,0.06333801055714287,23.0,994.0,971.0,1.0,16328.865764162598,23.0,994.0,971.0,15357.865764162598,0.05946524480169835,31.0,0.0,9.63938304940188,0,68,23.69563114365913,23.36232017510105,,654.2951687097678,619.1446483701664,691.2065885711717,1
2023-10-01,36.0,79.0,627.0,,11590,3.56,0.2184350564,0.12714285714285714,0.06553051691999999,0.06161234022285715,36.0,1030.0,994.0,1.0,16328.865764162598,36.0,1030.0,994.0,15334.865764162598,0.060873793339740634,30.0,0.0,9.637884322950379,0,69,24.17505467805748,23.85037152450425,,670.6455918216301,636.2946893102858,720.0038830309607,1
2023-11-01,31.0,80.0,651.0,,11590,3.322,0.2168853763,0.11864285714285715,0.06506561289,0.05357724425285715,31.0,1061.0,1030.0,1.0,16328.865764162598,31.0,1061.0,1030.0,15298.865764162598,0.06307847800798073,31.0,0.0,9.635533971571267,0,70,24.92235590018914,24.346974619008556,,687.3013473798424,654.0072201990383,743.7319366341113,1
2023-12-01,44.0,81.0,670.0,,11590,3.156,0.2100811613,0.11271428571428573,0.06302434839,0.04968993732428573,44.0,1105.0,1061.0,1.0,16328.865764162598,44.0,1105.0,1061.0,15267.865764162598,0.0649769564722986,30.0,0.0,9.633505621853887,0,71,25.562833069595325,24.852204652757436,,704.2592091397114,672.1664563228121,780.1038033899923,1
2024-01-01,34.0,82.0,693.0,,11590,3.032,0.2461767172,0.10828571428571429,0.07385301516,0.0344326991257143,34.0,1139.0,1105.0,1.0,16328.865764162598,34.0,1139.0,1105.0,15223.865764162598,0.06767157106681429,31.0,0.0,9.630619591554204,0,72,26.46707976269066,25.366133804805376,,721.5233597356546,691.0282097325858,805.8557274517657,1
2024-02-01,30.0,83.0,722.0,,11590,3.103,0.2472390589,0.11082142857142858,0.07417171767,0.03664971090142859,30.0,1169.0,1139.0,1.0,16328.865764162598,30.0,1169.0,1139.0,15189.865764162598,0.0697537732534855,31.0,0.0,9.628383758431784,0,73,27.16194418378814,25.88883102418792,,739.1131969902933,710.3848229084311,827.4927416503247,1
2024-03-01,59.0,84.0,732.0,,11590,3.239,0.24726661960000001,0.11567857142857142,0.07417998588000001,0.041498585548571415,59.0,1228.0,1169.0,1.0,16328.865764162598,59.0,1228.0,1169.0,15159.865764162598,0.07159101047701892,29.0,0.0,9.626406804550472,0,74,27.77225683774782,26.420361808098544,,757.0320279042442,730.1479822434478,877.8943053237442,1
2024-04-01,66.0,85.0,774.0,,11590,3.434,0.24086393309999998,0.12264285714285715,0.07225917992999999,0.050383677212857164,66.0,1294.0,1228.0,1.0,16328.865764162598,66.0,1294.0,1228.0,15100.865764162598,0.07520424368330131,31.0,0.0,9.622507356534413,0,75,28.96487244547625,26.960787973179052,,775.2835354805619,750.8940087257104,934.7764486438423,1
