adoption_scenario,forecast_year,home_zcta,adoption_fraction,vehicle_growth_factor,source_date,source_model_period,source_stock_ev,source_denominator,source_denominator_column,invalid_fraction_before_clip
baseline,2019,12202,0.0009797281788611163,1.0,2019-12-02,observed_fit,2.3682705855038826,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2019,12203,0.0011966371606404885,1.0,2019-12-02,observed_fit,23.308477571250727,19478.31668437832,total_vehicle_market_proxy,False
baseline,2019,12204,0.0011537547587507203,1.0,2019-12-02,observed_fit,6.305430374929112,5465.139213602551,total_vehicle_market_proxy,False
baseline,2019,12205,0.0011811661617103356,1.0,2019-12-02,observed_fit,19.03467470350026,16115.154091392136,total_vehicle_market_proxy,False
baseline,2019,12206,0.0012953201948939968,1.0,2019-12-02,observed_fit,4.628645701995006,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2019,12207,0.001243987291767553,1.0,2019-12-02,observed_fit,11.636003306194732,9353.795961742826,total_vehicle_market_proxy,False
baseline,2019,12208,0.0019165492825408373,1.0,2019-12-02,observed_fit,24.842674335652774,12962.189160467587,total_vehicle_market_proxy,False
baseline,2019,12209,0.0016347354413559032,1.0,2019-12-02,observed_fit,6.986890546533606,4274.01912858661,total_vehicle_market_proxy,False
baseline,2019,12210,0.0022681662183193932,1.0,2019-12-02,observed_fit,7.1514485438688,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2019,12211,0.0012008699299288458,1.0,2019-12-02,observed_fit,14.261732921680805,11876.167906482466,total_vehicle_market_proxy,False
baseline,2019,12222,0.009396313431099042,1.0,2019-12-02,observed_fit,2.3042636344179352,245.230605738576,total_vehicle_market_proxy,False
baseline,2019,12469,0.0022443883858244886,1.0,2019-12-02,observed_fit,0.5503927233683642,245.230605738576,total_vehicle_market_proxy,False
baseline,2020,12007,0.00025796814266654944,1.0,2020-12-02,observed_fit,0.0180747668249638,70.06588735387885,total_vehicle_market_proxy,False
baseline,2020,12009,0.0027901384109779047,1.0,2020-12-02,observed_fit,18.37639121889899,6586.193411264612,total_vehicle_market_proxy,False
baseline,2020,12023,0.0038161129967607286,1.0,2020-12-02,observed_fit,4.812828180492785,1261.1859723698194,total_vehicle_market_proxy,False
baseline,2020,12041,0.0022844757798347244,1.0,2020-12-02,observed_fit,0.4801914679576929,210.19766206163652,total_vehicle_market_proxy,False
baseline,2020,12045,0.000630469402704843,1.0,2020-12-02,observed_fit,0.2429591898249165,385.3623804463337,total_vehicle_market_proxy,False
baseline,2020,12046,0.0019840696931462923,1.0,2020-12-02,observed_fit,0.6950780181111654,350.32943676939425,total_vehicle_market_proxy,False
baseline,2020,12047,0.0023598662095323333,1.0,2020-12-02,observed_fit,32.82120482145253,13908.078639744952,total_vehicle_market_proxy,False
baseline,2020,12054,0.002652220964658172,1.0,2020-12-02,observed_fit,62.25312214135736,23472.072263549417,total_vehicle_market_proxy,False
baseline,2020,12059,0.002074667813134919,1.0,2020-12-02,observed_fit,2.398496781315185,1156.0871413390012,total_vehicle_market_proxy,False
baseline,2020,12067,0.003811244393680854,1.0,2020-12-02,observed_fit,2.67038220365745,700.6588735387885,total_vehicle_market_proxy,False
baseline,2020,12077,0.0021213687738861993,1.0,2020-12-02,observed_fit,15.532418689676811,7321.88522848034,total_vehicle_market_proxy,False
baseline,2020,12084,0.003086273698591482,1.0,2020-12-02,observed_fit,10.595882760128742,3433.228480340064,total_vehicle_market_proxy,False
baseline,2020,12085,0.0015986520436779114,1.0,2020-12-02,observed_fit,0.2240219480207695,140.1317747077577,total_vehicle_market_proxy,False
baseline,2020,12110,0.002034559332129823,1.0,2020-12-02,observed_fit,36.92128008976591,18147.064824654622,total_vehicle_market_proxy,False
baseline,2020,12120,0.004951567293358153,1.0,2020-12-02,observed_fit,1.5612118029071245,315.29649309245485,total_vehicle_market_proxy,False
baseline,2020,12143,0.003953502003492046,1.0,2020-12-02,observed_fit,6.094123772660177,1541.4495217853348,total_vehicle_market_proxy,False
baseline,2020,12147,0.00025796814266655,1.0,2020-12-02,observed_fit,0.0903738341248192,350.32943676939425,total_vehicle_market_proxy,False
baseline,2020,12158,0.003978826675463023,1.0,2020-12-02,observed_fit,17.423751352725027,4379.117959617428,total_vehicle_market_proxy,False
baseline,2020,12159,0.0024036656099273553,1.0,2020-12-02,observed_fit,31.4935982421122,13102.320935175345,total_vehicle_market_proxy,False
baseline,2020,12161,0.0005159362853331,1.0,2020-12-02,observed_fit,0.0010318725706662,2.0,market_size,False
baseline,2020,12183,0.001291253840792759,1.0,2020-12-02,observed_fit,1.7189840769307283,1331.251859723698,total_vehicle_market_proxy,False
baseline,2020,12186,0.0029574161271496867,1.0,2020-12-02,observed_fit,21.343040478011705,7216.786397449522,total_vehicle_market_proxy,False
baseline,2020,12189,0.0033596976323843064,1.0,2020-12-02,observed_fit,29.30732438378967,8723.202975557917,total_vehicle_market_proxy,False
baseline,2020,12193,0.0032921471964875246,1.0,2020-12-02,observed_fit,2.191338538904088,665.625929861849,total_vehicle_market_proxy,False
baseline,2020,12202,0.002301371859421722,1.0,2020-12-02,observed_fit,5.5630443204262034,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2020,12203,0.0026381710952740733,1.0,2020-12-02,observed_fit,51.3871320613216,19478.31668437832,total_vehicle_market_proxy,False
baseline,2020,12204,0.002392674925786361,1.0,2020-12-02,observed_fit,13.076301562318616,5465.139213602551,total_vehicle_market_proxy,False
baseline,2020,12205,0.0023732458141678845,1.0,2020-12-02,observed_fit,38.245221992066845,16115.154091392136,total_vehicle_market_proxy,False
baseline,2020,12206,0.003379705621638951,1.0,2020-12-02,observed_fit,12.076905742126318,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2020,12207,0.0025537138279247804,1.0,2020-12-02,observed_fit,23.886918091089623,9353.795961742826,total_vehicle_market_proxy,False
baseline,2020,12208,0.003795446146243505,1.0,2020-12-02,observed_fit,49.19729089597604,12962.189160467587,total_vehicle_market_proxy,False
baseline,2020,12209,0.0031564788444090504,1.0,2020-12-02,observed_fit,13.49085095998324,4274.01912858661,total_vehicle_market_proxy,False
baseline,2020,12210,0.004331290725265829,1.0,2020-12-02,observed_fit,13.65640776240191,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2020,12211,0.0024606394807108285,1.0,2020-12-02,observed_fit,29.22296763024162,11876.167906482466,total_vehicle_market_proxy,False
baseline,2020,12222,0.015009537314772935,1.0,2020-12-02,observed_fit,3.6807979275575264,245.230605738576,total_vehicle_market_proxy,False
baseline,2020,12469,0.006095034697470876,1.0,2020-12-02,observed_fit,1.4946890508584214,245.230605738576,total_vehicle_market_proxy,False
baseline,2021,12007,0.0003284263881743715,1.0,2021-12-01,observed_fit,0.0230114863178668,70.06588735387885,total_vehicle_market_proxy,False
baseline,2021,12009,0.005076151906911964,1.0,2021-12-01,observed_fit,33.43251824388187,6586.193411264612,total_vehicle_market_proxy,False
baseline,2021,12023,0.005788484524305203,1.0,2021-12-01,observed_fit,7.30035548333351,1261.1859723698194,total_vehicle_market_proxy,False
baseline,2021,12041,0.0034584145298143586,1.0,2021-12-01,observed_fit,0.7269506486069721,210.19766206163652,total_vehicle_market_proxy,False
baseline,2021,12045,0.0021773128347647003,1.0,2021-12-01,observed_fit,0.8390544569812798,385.3623804463337,total_vehicle_market_proxy,False
baseline,2021,12046,0.002664611021238099,1.0,2021-12-01,observed_fit,0.9334916782798636,350.32943676939425,total_vehicle_market_proxy,False
baseline,2021,12047,0.0042004027081785885,1.0,2021-12-01,observed_fit,58.41953118394547,13908.078639744952,total_vehicle_market_proxy,False
baseline,2021,12054,0.004794705211982045,1.0,2021-12-01,observed_fit,112.5416672180596,23472.072263549417,total_vehicle_market_proxy,False
baseline,2021,12059,0.004983489632376921,1.0,2021-12-01,observed_fit,5.761348282987184,1156.0871413390012,total_vehicle_market_proxy,False
baseline,2021,12067,0.007119643943546748,1.0,2021-12-01,observed_fit,4.988441705482722,700.6588735387885,total_vehicle_market_proxy,False
baseline,2021,12077,0.0039495560283268494,1.0,2021-12-01,observed_fit,28.91819594286184,7321.88522848034,total_vehicle_market_proxy,False
baseline,2021,12084,0.005813529870129901,1.0,2021-12-01,observed_fit,19.95917632143765,3433.228480340064,total_vehicle_market_proxy,False
baseline,2021,12085,0.0057394778650403265,1.0,2021-12-01,observed_fit,0.8042832191239931,140.1317747077577,total_vehicle_market_proxy,False
baseline,2021,12110,0.0036697873539207494,1.0,2021-12-01,observed_fit,66.5958690042976,18147.064824654622,total_vehicle_market_proxy,False
baseline,2021,12120,0.009453495897748534,1.0,2021-12-01,observed_fit,2.980654104024021,315.29649309245485,total_vehicle_market_proxy,False
baseline,2021,12143,0.006690904438467842,1.0,2021-12-01,observed_fit,10.31369144698763,1541.4495217853348,total_vehicle_market_proxy,False
baseline,2021,12147,0.00032842638817437203,1.0,2021-12-01,observed_fit,0.1150574315893342,350.32943676939425,total_vehicle_market_proxy,False
baseline,2021,12158,0.006824240607262899,1.0,2021-12-01,observed_fit,29.884154604015503,4379.117959617428,total_vehicle_market_proxy,False
baseline,2021,12159,0.0044625270548604625,1.0,2021-12-01,observed_fit,58.46946165468461,13102.320935175345,total_vehicle_market_proxy,False
baseline,2021,12161,0.0006568527763487,1.0,2021-12-01,observed_fit,0.0013137055526974,2.0,market_size,False
baseline,2021,12183,0.0029304990954559826,1.0,2021-12-01,observed_fit,3.901232370744392,1331.251859723698,total_vehicle_market_proxy,False
baseline,2021,12186,0.005233101094044905,1.0,2021-12-01,observed_fit,37.76617279198148,7216.786397449522,total_vehicle_market_proxy,False
baseline,2021,12189,0.005856418157974293,1.0,2021-12-01,observed_fit,51.08672430175277,8723.202975557917,total_vehicle_market_proxy,False
baseline,2021,12193,0.005905208707852968,1.0,2021-12-01,observed_fit,3.93066003719292,665.625929861849,total_vehicle_market_proxy,False
baseline,2021,12202,0.004169703799806681,1.0,2021-12-01,observed_fit,10.079312887402196,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2021,12203,0.0048311520346783435,1.0,2021-12-01,observed_fit,94.10270928184345,19478.31668437832,total_vehicle_market_proxy,False
baseline,2021,12204,0.004415612524786131,1.0,2021-12-01,observed_fit,24.13193716128325,5465.139213602551,total_vehicle_market_proxy,False
baseline,2021,12205,0.00431814752358387,1.0,2021-12-01,observed_fit,69.58761273191743,16115.154091392136,total_vehicle_market_proxy,False
baseline,2021,12206,0.0060675953860247715,1.0,2021-12-01,observed_fit,21.68170419613246,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2021,12207,0.00427898199662827,1.0,2021-12-01,observed_fit,40.02472452043176,9353.795961742826,total_vehicle_market_proxy,False
baseline,2021,12208,0.006340712474475471,1.0,2021-12-01,observed_fit,82.18951450628757,12962.189160467587,total_vehicle_market_proxy,False
baseline,2021,12209,0.005171681287797036,1.0,2021-12-01,observed_fit,22.103864750997968,4274.01912858661,total_vehicle_market_proxy,False
baseline,2021,12210,0.00737210123489748,1.0,2021-12-01,observed_fit,23.24397666085731,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2021,12211,0.00426612272745572,1.0,2021-12-01,observed_fit,50.665189820925065,11876.167906482466,total_vehicle_market_proxy,False
baseline,2021,12222,0.02001703526193729,1.0,2021-12-01,observed_fit,4.908789682375317,245.230605738576,total_vehicle_market_proxy,False
baseline,2021,12469,0.010867598775920242,1.0,2021-12-01,observed_fit,2.665067830742728,245.230605738576,total_vehicle_market_proxy,False
baseline,2022,12007,0.0003912814474153531,1.0,2022-12-02,observed_fit,0.0274154818182668,70.06588735387885,total_vehicle_market_proxy,False
baseline,2022,12009,0.008788185924982263,1.0,2022-12-02,observed_fit,57.88069223608659,6586.193411264612,total_vehicle_market_proxy,False
baseline,2022,12023,0.008479622014584435,1.0,2022-12-02,observed_fit,10.694380335792198,1261.1859723698194,total_vehicle_market_proxy,False
baseline,2022,12041,0.0063498259674527715,1.0,2022-12-02,observed_fit,1.3347185728568418,210.19766206163652,total_vehicle_market_proxy,False
baseline,2022,12045,0.004252534721133559,1.0,2022-12-02,observed_fit,1.638766903066714,385.3623804463337,total_vehicle_market_proxy,False
baseline,2022,12046,0.005638097927653225,1.0,2022-12-02,observed_fit,1.9751916714454432,350.32943676939425,total_vehicle_market_proxy,False
baseline,2022,12047,0.007099785049987893,1.0,2022-12-02,observed_fit,98.74436880051717,13908.078639744952,total_vehicle_market_proxy,False
baseline,2022,12054,0.008042431396179404,1.0,2022-12-02,observed_fit,188.7725309057616,23472.072263549417,total_vehicle_market_proxy,False
baseline,2022,12059,0.009998912832731383,1.0,2022-12-02,observed_fit,11.55961455329028,1156.0871413390012,total_vehicle_market_proxy,False
baseline,2022,12067,0.011877806984733499,1.0,2022-12-02,observed_fit,8.322290862034528,700.6588735387885,total_vehicle_market_proxy,False
baseline,2022,12077,0.0067394439773796255,1.0,2022-12-02,observed_fit,49.34543530614667,7321.88522848034,total_vehicle_market_proxy,False
baseline,2022,12084,0.010446238264183658,1.0,2022-12-02,observed_fit,35.86432272101349,3433.228480340064,total_vehicle_market_proxy,False
baseline,2022,12085,0.012483848057457322,1.0,2022-12-02,observed_fit,1.749383783473488,140.1317747077577,total_vehicle_market_proxy,False
baseline,2022,12110,0.005979586160411815,1.0,2022-12-02,observed_fit,108.51193767760084,18147.064824654622,total_vehicle_market_proxy,False
baseline,2022,12120,0.013880729519371072,1.0,2022-12-02,observed_fit,4.376545339022615,315.29649309245485,total_vehicle_market_proxy,False
baseline,2022,12143,0.0106467448254357,1.0,2022-12-02,observed_fit,16.411419719738348,1541.4495217853348,total_vehicle_market_proxy,False
baseline,2022,12147,0.0003912814474153542,1.0,2022-12-02,observed_fit,0.1370774090913344,350.32943676939425,total_vehicle_market_proxy,False
baseline,2022,12158,0.010329015618843822,1.0,2022-12-02,observed_fit,45.2319778016479,4379.117959617428,total_vehicle_market_proxy,False
baseline,2022,12159,0.007628547630227328,1.0,2022-12-02,observed_fit,99.95167932050978,13102.320935175345,total_vehicle_market_proxy,False
baseline,2022,12161,0.0007825628948307,1.0,2022-12-02,observed_fit,0.0015651257896614,2.0,market_size,False
baseline,2022,12183,0.005831586436063056,1.0,2022-12-02,observed_fit,7.763310288148436,1331.251859723698,total_vehicle_market_proxy,False
baseline,2022,12186,0.008461501703623536,1.0,2022-12-02,observed_fit,61.0648503967063,7216.786397449522,total_vehicle_market_proxy,False
baseline,2022,12189,0.009424796638528384,1.0,2022-12-02,observed_fit,82.21441408123906,8723.202975557917,total_vehicle_market_proxy,False
baseline,2022,12193,0.009229669850120407,1.0,2022-12-02,observed_fit,6.14350757630427,665.625929861849,total_vehicle_market_proxy,False
baseline,2022,12202,0.0066971218643651674,1.0,2022-12-02,observed_fit,16.18877262196141,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2022,12203,0.008214153652232744,1.0,2022-12-02,observed_fit,159.99788613233216,19478.31668437832,total_vehicle_market_proxy,False
baseline,2022,12204,0.00755148201245977,1.0,2022-12-02,observed_fit,41.269900467108194,5465.139213602551,total_vehicle_market_proxy,False
baseline,2022,12205,0.00713292161796086,1.0,2022-12-02,observed_fit,114.94813099526137,16115.154091392136,total_vehicle_market_proxy,False
baseline,2022,12206,0.009584693432017677,1.0,2022-12-02,observed_fit,34.24956256678986,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2022,12207,0.006196494880693964,1.0,2022-12-02,observed_fit,57.96074879199529,9353.795961742826,total_vehicle_market_proxy,False
baseline,2022,12208,0.009662559097227392,1.0,2022-12-02,observed_fit,125.24791879245838,12962.189160467587,total_vehicle_market_proxy,False
baseline,2022,12209,0.008006992598731805,1.0,2022-12-02,observed_fit,34.22203952943115,4274.01912858661,total_vehicle_market_proxy,False
baseline,2022,12210,0.012379222225978662,1.0,2022-12-02,observed_fit,39.03125355063244,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2022,12211,0.007304075873189818,1.0,2022-12-02,observed_fit,86.74443147168981,11876.167906482466,total_vehicle_market_proxy,False
baseline,2022,12222,0.02448417147643713,1.0,2022-12-02,observed_fit,6.004268202173842,245.230605738576,total_vehicle_market_proxy,False
baseline,2022,12469,0.01777719024474507,1.0,2022-12-02,observed_fit,4.359511132048738,245.230605738576,total_vehicle_market_proxy,False
baseline,2023,12007,0.000447353784211603,1.0,2023-12-02,observed_fit,0.0313442398519016,70.06588735387885,total_vehicle_market_proxy,False
baseline,2023,12009,0.01398234862320618,1.0,2023-12-02,observed_fit,92.09045237616536,6586.193411264612,total_vehicle_market_proxy,False
baseline,2023,12023,0.012280444974928683,1.0,2023-12-02,observed_fit,15.487924936839493,1261.1859723698194,total_vehicle_market_proxy,False
baseline,2023,12041,0.009653134594009558,1.0,2023-12-02,observed_fit,2.0290663232271138,210.19766206163652,total_vehicle_market_proxy,False
baseline,2023,12045,0.006743881376671764,1.0,2023-12-02,observed_fit,2.598838180761929,385.3623804463337,total_vehicle_market_proxy,False
baseline,2023,12046,0.011555469427661676,1.0,2023-12-02,observed_fit,4.048221096198669,350.32943676939425,total_vehicle_market_proxy,False
baseline,2023,12047,0.01125186123644543,1.0,2023-12-02,observed_fit,156.4917709199809,13908.078639744952,total_vehicle_market_proxy,False
baseline,2023,12054,0.012428061517845571,1.0,2023-12-02,observed_fit,291.7123580427089,23472.072263549417,total_vehicle_market_proxy,False
baseline,2023,12059,0.017016548607372076,1.0,2023-12-02,observed_fit,19.672613034952946,1156.0871413390012,total_vehicle_market_proxy,False
baseline,2023,12067,0.017875933855133582,1.0,2023-12-02,observed_fit,12.52493167839179,700.6588735387885,total_vehicle_market_proxy,False
baseline,2023,12077,0.010610860723774254,1.0,2023-12-02,observed_fit,77.69150439486492,7321.88522848034,total_vehicle_market_proxy,False
baseline,2023,12084,0.016565615516170192,1.0,2023-12-02,observed_fit,56.873542984478775,3433.228480340064,total_vehicle_market_proxy,False
baseline,2023,12085,0.019241763200068145,1.0,2023-12-02,observed_fit,2.696382425731972,140.1317747077577,total_vehicle_market_proxy,False
baseline,2023,12110,0.009612160648095456,1.0,2023-12-02,observed_fit,174.43250238598242,18147.064824654622,total_vehicle_market_proxy,False
baseline,2023,12120,0.018643750579000806,1.0,2023-12-02,observed_fit,5.878309175649378,315.29649309245485,total_vehicle_market_proxy,False
baseline,2023,12143,0.015247829314823307,1.0,2023-12-02,observed_fit,23.503759205598797,1541.4495217853348,total_vehicle_market_proxy,False
baseline,2023,12147,0.001526171972001595,1.0,2023-12-02,observed_fit,0.5346629673645545,350.32943676939425,total_vehicle_market_proxy,False
baseline,2023,12158,0.014517229739501147,1.0,2023-12-02,observed_fit,63.57266147614171,4379.117959617428,total_vehicle_market_proxy,False
baseline,2023,12159,0.012066288970169344,1.0,2023-12-02,observed_fit,158.09639058372514,13102.320935175345,total_vehicle_market_proxy,False
baseline,2023,12161,0.0008947075684232,1.0,2023-12-02,observed_fit,0.0017894151368464,2.0,market_size,False
baseline,2023,12183,0.010311881347906851,1.0,2023-12-02,observed_fit,13.72771122165111,1331.251859723698,total_vehicle_market_proxy,False
baseline,2023,12186,0.012698095461339664,1.0,2023-12-02,observed_fit,91.6394425989116,7216.786397449522,total_vehicle_market_proxy,False
baseline,2023,12189,0.014272779519674691,1.0,2023-12-02,observed_fit,124.50435277550837,8723.202975557917,total_vehicle_market_proxy,False
baseline,2023,12193,0.014331385743096033,1.0,2023-12-02,observed_fit,9.539341961457144,665.625929861849,total_vehicle_market_proxy,False
