adoption_scenario,forecast_year,home_zcta,adoption_fraction,vehicle_growth_factor,source_date,source_model_period,source_stock_ev,source_denominator,source_denominator_column,invalid_fraction_before_clip
baseline,2023,12202,0.010189719777001194,1.0,2023-12-02,observed_fit,24.631335653172023,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2023,12203,0.012788066912532961,1.0,2023-12-02,observed_fit,249.09001710333712,19478.31668437832,total_vehicle_market_proxy,False
baseline,2023,12204,0.011870248062378566,1.0,2023-12-02,observed_fit,64.8725581608948,5465.139213602551,total_vehicle_market_proxy,False
baseline,2023,12205,0.011169931336593978,1.0,2023-12-02,observed_fit,180.00516467948168,16115.154091392136,total_vehicle_market_proxy,False
baseline,2023,12206,0.014489866486911715,1.0,2023-12-02,observed_fit,51.77751300527972,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2023,12207,0.008997960288224234,1.0,2023-12-02,observed_fit,84.16508460791415,9353.795961742826,total_vehicle_market_proxy,False
baseline,2023,12208,0.014286244817057862,1.0,2023-12-02,observed_fit,185.18100771145367,12962.189160467587,total_vehicle_market_proxy,False
baseline,2023,12209,0.011954475189641944,1.0,2023-12-02,observed_fit,51.09365563274371,4274.01912858661,total_vehicle_market_proxy,False
baseline,2023,12210,0.018663205053697132,1.0,2023-12-02,observed_fit,58.844431032960856,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2023,12211,0.01173208323133796,1.0,2023-12-02,observed_fit,139.33219034819697,11876.167906482466,total_vehicle_market_proxy,False
baseline,2023,12222,0.02846925667656115,1.0,2023-12-02,observed_fit,6.98153305972009,245.230605738576,total_vehicle_market_proxy,False
baseline,2023,12469,0.024512918261457833,1.0,2023-12-02,observed_fit,6.011317793677506,245.230605738576,total_vehicle_market_proxy,False
baseline,2024,12007,0.0004973753257033967,1.0,2024-12-02,observed_fit,0.034849043543333,70.06588735387885,total_vehicle_market_proxy,False
baseline,2024,12009,0.02053470654954848,1.0,2024-12-02,observed_fit,135.24554897888848,6586.193411264612,total_vehicle_market_proxy,False
baseline,2024,12023,0.018343967105959074,1.0,2024-12-02,observed_fit,23.135153991648977,1261.1859723698194,total_vehicle_market_proxy,False
baseline,2024,12041,0.012599981452272938,1.0,2024-12-02,observed_fit,2.648486643287755,210.19766206163652,total_vehicle_market_proxy,False
baseline,2024,12045,0.010367817315233644,1.0,2024-12-02,observed_fit,3.995366760631154,385.3623804463337,total_vehicle_market_proxy,False
baseline,2024,12046,0.018910015625425297,1.0,2024-12-02,observed_fit,6.6247351233556895,350.32943676939425,total_vehicle_market_proxy,False
baseline,2024,12047,0.017194025331740595,1.0,2024-12-02,observed_fit,239.135856447615,13908.078639744952,total_vehicle_market_proxy,False
baseline,2024,12054,0.018106584939031868,1.0,2024-12-02,observed_fit,424.9990701350515,23472.072263549417,total_vehicle_market_proxy,False
baseline,2024,12059,0.025214867349331607,1.0,2024-12-02,observed_fit,29.150583913130895,1156.0871413390012,total_vehicle_market_proxy,False
baseline,2024,12067,0.025185730989231585,1.0,2024-12-02,observed_fit,17.64660590416596,700.6588735387885,total_vehicle_market_proxy,False
baseline,2024,12077,0.01608859380951228,1.0,2024-12-02,observed_fit,117.7988373608882,7321.88522848034,total_vehicle_market_proxy,False
baseline,2024,12084,0.02446449696495414,1.0,2024-12-02,observed_fit,83.9922077372736,3433.228480340064,total_vehicle_market_proxy,False
baseline,2024,12085,0.02700044173186584,1.0,2024-12-02,observed_fit,3.783619817779763,140.1317747077577,total_vehicle_market_proxy,False
baseline,2024,12110,0.015250274310334036,1.0,2024-12-02,observed_fit,276.7477165033968,18147.064824654622,total_vehicle_market_proxy,False
baseline,2024,12120,0.023487977621512897,1.0,2024-12-02,observed_fit,7.405676973897076,315.29649309245485,total_vehicle_market_proxy,False
baseline,2024,12143,0.020796662471120678,1.0,2024-12-02,observed_fit,32.057005420839985,1541.4495217853348,total_vehicle_market_proxy,False
baseline,2024,12147,0.005117578805552958,1.0,2024-12-02,observed_fit,1.792838500572357,350.32943676939425,total_vehicle_market_proxy,False
baseline,2024,12158,0.020542482713525285,1.0,2024-12-02,observed_fit,89.95795498592913,4379.117959617428,total_vehicle_market_proxy,False
baseline,2024,12159,0.018003998441217545,1.0,2024-12-02,observed_fit,235.8941656932289,13102.320935175345,total_vehicle_market_proxy,False
baseline,2024,12161,0.00099475065140675,1.0,2024-12-02,observed_fit,0.0019895013028135,2.0,market_size,False
baseline,2024,12183,0.016490699522726558,1.0,2024-12-02,observed_fit,21.95327440777443,1331.251859723698,total_vehicle_market_proxy,False
baseline,2024,12186,0.018442527232445046,1.0,2024-12-02,observed_fit,133.0957796657018,7216.786397449522,total_vehicle_market_proxy,False
baseline,2024,12189,0.020748281314992633,1.0,2024-12-02,observed_fit,180.99146930465648,8723.202975557917,total_vehicle_market_proxy,False
baseline,2024,12193,0.021837369903483003,1.0,2024-12-02,observed_fit,14.53551964774303,665.625929861849,total_vehicle_market_proxy,False
baseline,2024,12202,0.016188296003051026,1.0,2024-12-02,observed_fit,39.1315326849352,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2024,12203,0.01892420283197058,1.0,2024-12-02,observed_fit,368.611615760532,19478.31668437832,total_vehicle_market_proxy,False
baseline,2024,12204,0.01804456549120827,1.0,2024-12-02,observed_fit,98.6160624584217,5465.139213602551,total_vehicle_market_proxy,False
baseline,2024,12205,0.017839388371636435,1.0,2024-12-02,observed_fit,287.4844925051102,16115.154091392136,total_vehicle_market_proxy,False
baseline,2024,12206,0.021379611248286953,1.0,2024-12-02,observed_fit,76.39705310300194,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2024,12207,0.013556691278235401,1.0,2024-12-02,observed_fit,126.80652413295248,9353.795961742826,total_vehicle_market_proxy,False
baseline,2024,12208,0.020508543799756807,1.0,2024-12-02,observed_fit,265.8356241381824,12962.189160467587,total_vehicle_market_proxy,False
baseline,2024,12209,0.017811792650203766,1.0,2024-12-02,observed_fit,76.12794250138928,4274.01912858661,total_vehicle_market_proxy,False
baseline,2024,12210,0.026893093609231717,1.0,2024-12-02,observed_fit,84.79298103397869,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2024,12211,0.01785733987113175,1.0,2024-12-02,observed_fit,212.0767666726846,11876.167906482466,total_vehicle_market_proxy,False
baseline,2024,12222,0.03229105586899255,1.0,2024-12-02,observed_fit,7.918755190691243,245.230605738576,total_vehicle_market_proxy,False
baseline,2024,12469,0.031687579193879725,1.0,2024-12-02,observed_fit,7.770764240104223,245.230605738576,total_vehicle_market_proxy,False
baseline,2025,12007,0.007848264356438468,1.0,2025-12-08,future_forecast,0.5498956063216802,70.06588735387885,total_vehicle_market_proxy,False
baseline,2025,12009,0.02845557074963196,1.0,2025-12-08,future_forecast,187.41389258500004,6586.193411264612,total_vehicle_market_proxy,False
baseline,2025,12023,0.025682721158315488,1.0,2025-12-08,future_forecast,32.39068765715305,1261.1859723698194,total_vehicle_market_proxy,False
baseline,2025,12041,0.018159940491137477,1.0,2025-12-08,future_forecast,3.817177034415545,210.19766206163652,total_vehicle_market_proxy,False
baseline,2025,12045,0.017187116928303065,1.0,2025-12-08,future_forecast,6.623268292500348,385.3623804463337,total_vehicle_market_proxy,False
baseline,2025,12046,0.026907860488363217,1.0,2025-12-08,future_forecast,9.426615609557723,350.32943676939425,total_vehicle_market_proxy,False
baseline,2025,12047,0.025448935221114473,1.0,2025-12-08,future_forecast,353.9457923530352,13908.078639744952,total_vehicle_market_proxy,False
baseline,2025,12054,0.025413549805502405,1.0,2025-12-08,future_forecast,596.5086775080647,23472.072263549417,total_vehicle_market_proxy,False
baseline,2025,12059,0.03482936883656764,1.0,2025-12-08,future_forecast,40.26578545290918,1156.0871413390012,total_vehicle_market_proxy,False
baseline,2025,12067,0.03331295175025455,1.0,2025-12-08,future_forecast,23.341015247585368,700.6588735387885,total_vehicle_market_proxy,False
baseline,2025,12077,0.023381576249563975,1.0,2025-12-08,future_forecast,171.1972177602692,7321.88522848034,total_vehicle_market_proxy,False
baseline,2025,12084,0.03373801210679417,1.0,2025-12-08,future_forecast,115.83030403510362,3433.228480340064,total_vehicle_market_proxy,False
baseline,2025,12085,0.03767761592764755,1.0,2025-12-08,future_forecast,5.279831186698529,140.1317747077577,total_vehicle_market_proxy,False
baseline,2025,12110,0.023300937895047145,1.0,2025-12-08,future_forecast,422.843630456672,18147.064824654622,total_vehicle_market_proxy,False
baseline,2025,12120,0.030744601640647656,1.0,2025-12-08,future_forecast,9.69366507882074,315.29649309245485,total_vehicle_market_proxy,False
baseline,2025,12143,0.02900067862633395,1.0,2025-12-08,future_forecast,44.703082200012645,1541.4495217853348,total_vehicle_market_proxy,False
baseline,2025,12147,0.01210641851197678,1.0,2025-12-08,future_forecast,4.241234778595393,350.32943676939425,total_vehicle_market_proxy,False
baseline,2025,12158,0.028140077787609904,1.0,2025-12-08,future_forecast,123.22872002475398,4379.117959617428,total_vehicle_market_proxy,False
baseline,2025,12159,0.025359284021702906,1.0,2025-12-08,future_forecast,332.2654779386156,13102.320935175345,total_vehicle_market_proxy,False
baseline,2025,12161,0.001085279055687,1.0,2025-12-08,future_forecast,0.002170558111374,2.0,market_size,False
baseline,2025,12183,0.025469187488710687,1.0,2025-12-08,future_forecast,33.905903209997646,1331.251859723698,total_vehicle_market_proxy,False
baseline,2025,12186,0.02558453337168544,1.0,2025-12-08,future_forecast,184.63811242187285,7216.786397449522,total_vehicle_market_proxy,False
baseline,2025,12189,0.028919523573225924,1.0,2025-12-08,future_forecast,252.2708740856817,8723.202975557917,total_vehicle_market_proxy,False
baseline,2025,12193,0.031587722093368256,1.0,2025-12-08,future_forecast,21.02560689061592,665.625929861849,total_vehicle_market_proxy,False
baseline,2025,12202,0.024323315300628694,1.0,2025-12-08,future_forecast,58.796096112472114,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2025,12203,0.02700122278482433,1.0,2025-12-08,future_forecast,525.9383682682598,19478.31668437832,total_vehicle_market_proxy,False
baseline,2025,12204,0.0265281575198532,1.0,2025-12-08,future_forecast,144.9800739263751,5465.139213602551,total_vehicle_market_proxy,False
baseline,2025,12205,0.027383768475532866,1.0,2025-12-08,future_forecast,441.29364858621847,16115.154091392136,total_vehicle_market_proxy,False
baseline,2025,12206,0.030680771363197017,1.0,2025-12-08,future_forecast,109.63344898345758,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2025,12207,0.019715949805052747,1.0,2025-12-08,future_forecast,184.41897166842665,9353.795961742826,total_vehicle_market_proxy,False
baseline,2025,12208,0.028600366782736895,1.0,2025-12-08,future_forecast,370.7233642965894,12962.189160467587,total_vehicle_market_proxy,False
baseline,2025,12209,0.025725428940999443,1.0,2025-12-08,future_forecast,109.9509753849272,4274.01912858661,total_vehicle_market_proxy,False
baseline,2025,12210,0.03670697556718493,1.0,2025-12-08,future_forecast,115.7358066836383,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2025,12211,0.025912241369414425,1.0,2025-12-08,future_forecast,307.73812933646684,11876.167906482466,total_vehicle_market_proxy,False
baseline,2025,12222,0.03718737071822546,1.0,2025-12-08,future_forecast,9.119481447055414,245.230605738576,total_vehicle_market_proxy,False
baseline,2025,12469,0.04005495791619996,1.0,2025-12-08,future_forecast,9.822701592622886,245.230605738576,total_vehicle_market_proxy,False
baseline,2026,12007,0.016210315859131547,1.0,2026-12-08,future_forecast,1.1357901649567068,70.06588735387885,total_vehicle_market_proxy,False
baseline,2026,12009,0.03846589496929038,1.0,2026-12-08,future_forecast,253.34382400513687,6586.193411264612,total_vehicle_market_proxy,False
baseline,2026,12023,0.0345807426061857,1.0,2026-12-08,future_forecast,43.61274748905276,1261.1859723698194,total_vehicle_market_proxy,False
baseline,2026,12041,0.025409253607991285,1.0,2026-12-08,future_forecast,5.340965703130971,210.19766206163652,total_vehicle_market_proxy,False
baseline,2026,12045,0.026022794638677543,1.0,2026-12-08,future_forecast,10.028206087826868,385.3623804463337,total_vehicle_market_proxy,False
baseline,2026,12046,0.03716533780298889,1.0,2026-12-08,future_forecast,13.020111859865375,350.32943676939425,total_vehicle_market_proxy,False
baseline,2026,12047,0.03585436730089741,1.0,2026-12-08,future_forecast,498.6653599991811,13908.078639744952,total_vehicle_market_proxy,False
baseline,2026,12054,0.034483635993882336,1.0,2026-12-08,future_forecast,809.4023959583399,23472.072263549417,total_vehicle_market_proxy,False
baseline,2026,12059,0.046120965903631156,1.0,2026-12-08,future_forecast,53.31985562732248,1156.0871413390012,total_vehicle_market_proxy,False
baseline,2026,12067,0.0428792523038174,1.0,2026-12-08,future_forecast,30.0437286173782,700.6588735387885,total_vehicle_market_proxy,False
baseline,2026,12077,0.03253311079123864,1.0,2026-12-08,future_forecast,238.20370333888457,7321.88522848034,total_vehicle_market_proxy,False
baseline,2026,12084,0.044836771838956485,1.0,2026-12-08,future_forecast,153.93488204401476,3433.228480340064,total_vehicle_market_proxy,False
baseline,2026,12085,0.0503506715838649,1.0,2026-12-08,future_forecast,7.055728966774454,140.1317747077577,total_vehicle_market_proxy,False
baseline,2026,12110,0.03355336900767946,1.0,2026-12-08,future_forecast,608.8951624679165,18147.064824654622,total_vehicle_market_proxy,False
baseline,2026,12120,0.04016767970150333,1.0,2026-12-08,future_forecast,12.664728545544984,315.29649309245485,total_vehicle_market_proxy,False
baseline,2026,12143,0.03886090718853057,1.0,2026-12-08,future_forecast,59.902126801904735,1541.4495217853348,total_vehicle_market_proxy,False
baseline,2026,12147,0.02083005445898749,1.0,2026-12-08,future_forecast,7.297381246492897,350.32943676939425,total_vehicle_market_proxy,False
baseline,2026,12158,0.03756592580763975,1.0,2026-12-08,future_forecast,164.50562037389105,4379.117959617428,total_vehicle_market_proxy,False
baseline,2026,12159,0.03441165264553497,1.0,2026-12-08,future_forecast,450.8725168715748,13102.320935175345,total_vehicle_market_proxy,False
baseline,2026,12161,0.00121142860094745,1.0,2026-12-08,future_forecast,0.0024228572018949,2.0,market_size,False
baseline,2026,12183,0.03666575357748648,1.0,2026-12-08,future_forecast,48.81135263819971,1331.251859723698,total_vehicle_market_proxy,False
baseline,2026,12186,0.03449525879559957,1.0,2026-12-08,future_forecast,248.944914452584,7216.786397449522,total_vehicle_market_proxy,False
baseline,2026,12189,0.038975028864612515,1.0,2026-12-08,future_forecast,339.9870877642436,8723.202975557917,total_vehicle_market_proxy,False
baseline,2026,12193,0.04270110679150988,1.0,2026-12-08,future_forecast,28.42296391422888,665.625929861849,total_vehicle_market_proxy,False
baseline,2026,12202,0.0349141825476045,1.0,2026-12-08,future_forecast,84.39711475944608,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2026,12203,0.03699059799904173,1.0,2026-12-08,future_forecast,720.5145821698658,19478.31668437832,total_vehicle_market_proxy,False
baseline,2026,12204,0.03721054424680496,1.0,2026-12-08,future_forecast,203.36080452270656,5465.139213602551,total_vehicle_market_proxy,False
baseline,2026,12205,0.03928440988549485,1.0,2026-12-08,future_forecast,633.074318694158,16115.154091392136,total_vehicle_market_proxy,False
baseline,2026,12206,0.042470940317594776,1.0,2026-12-08,future_forecast,151.76397012540127,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2026,12207,0.027413853689431538,1.0,2026-12-08,future_forecast,256.4235939360134,9353.795961742826,total_vehicle_market_proxy,False
baseline,2026,12208,0.03867520485448655,1.0,2026-12-08,future_forecast,501.31532114368895,12962.189160467587,total_vehicle_market_proxy,False
baseline,2026,12209,0.03555129143949113,1.0,2026-12-08,future_forecast,151.9468996583425,4274.01912858661,total_vehicle_market_proxy,False
baseline,2026,12210,0.04864401307192408,1.0,2026-12-08,future_forecast,153.37286731521192,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2026,12211,0.03584181650894628,1.0,2026-12-08,future_forecast,425.6634309335812,11876.167906482466,total_vehicle_market_proxy,False
baseline,2026,12222,0.04355166605777911,1.0,2026-12-08,future_forecast,10.680201448273351,245.230605738576,total_vehicle_market_proxy,False
baseline,2026,12469,0.05047205270935792,1.0,2026-12-08,future_forecast,12.37729205878518,245.230605738576,total_vehicle_market_proxy,False
baseline,2027,12007,0.02355109439738428,1.0,2027-09-08,future_forecast,1.6501283271076943,70.06588735387885,total_vehicle_market_proxy,False
baseline,2027,12009,0.0473999143425048,1.0,2027-09-08,future_forecast,312.1850035371121,6586.193411264612,total_vehicle_market_proxy,False
baseline,2027,12023,0.04260375097305093,1.0,2027-09-08,future_forecast,53.73125309754887,1261.1859723698194,total_vehicle_market_proxy,False
baseline,2027,12041,0.031995012093507476,1.0,2027-09-08,future_forecast,6.7252767396890585,210.19766206163652,total_vehicle_market_proxy,False
baseline,2027,12045,0.03388361949315548,1.0,2027-09-08,future_forecast,13.057472266020191,385.3623804463337,total_vehicle_market_proxy,False
baseline,2027,12046,0.04627533076087603,1.0,2027-09-08,future_forecast,16.211610561775124,350.32943676939425,total_vehicle_market_proxy,False
baseline,2027,12047,0.04506377591495882,1.0,2027-09-08,future_forecast,626.7505392290917,13908.078639744952,total_vehicle_market_proxy,False
baseline,2027,12054,0.042640127645098974,1.0,2027-09-08,future_forecast,1000.8521574127344,23472.072263549417,total_vehicle_market_proxy,False
baseline,2027,12059,0.05610841088055139,1.0,2027-09-08,future_forecast,64.86621233997077,1156.0871413390012,total_vehicle_market_proxy,False
baseline,2027,12067,0.05152026502229781,1.0,2027-09-08,future_forecast,36.09813085494303,700.6588735387885,total_vehicle_market_proxy,False
baseline,2027,12077,0.0407287453125236,1.0,2027-09-08,future_forecast,298.2111986783044,7321.88522848034,total_vehicle_market_proxy,False
baseline,2027,12084,0.054667048925017524,1.0,2027-09-08,future_forecast,187.68446930551383,3433.228480340064,total_vehicle_market_proxy,False
baseline,2027,12085,0.06140010894875177,1.0,2027-09-08,future_forecast,8.60410623423826,140.1317747077577,total_vehicle_market_proxy,False
baseline,2027,12110,0.042618603350655974,1.0,2027-09-08,future_forecast,773.4025577405966,18147.064824654622,total_vehicle_market_proxy,False
baseline,2027,12120,0.04866738584253755,1.0,2027-09-08,future_forecast,15.344656084129475,315.29649309245485,total_vehicle_market_proxy,False
baseline,2027,12143,0.04768357990286598,1.0,2027-09-08,future_forecast,73.50183143828556,1541.4495217853348,total_vehicle_market_proxy,False
baseline,2027,12147,0.0285288381722174,1.0,2027-09-08,future_forecast,9.994491808558116,350.32943676939425,total_vehicle_market_proxy,False
baseline,2027,12158,0.04603732174565533,1.0,2027-09-08,future_forecast,201.6028624690852,4379.117959617428,total_vehicle_market_proxy,False
baseline,2027,12159,0.042553378180805276,1.0,2027-09-08,future_forecast,557.5480178007987,13102.320935175345,total_vehicle_market_proxy,False
baseline,2027,12161,0.00135017783943695,1.0,2027-09-08,future_forecast,0.0027003556788739,2.0,market_size,False
baseline,2027,12183,0.046490404768440075,1.0,2027-09-08,future_forecast,61.89043780729333,1331.251859723698,total_vehicle_market_proxy,False
baseline,2027,12186,0.04252713526400689,1.0,2027-09-08,future_forecast,306.90925129578085,7216.786397449522,total_vehicle_market_proxy,False
baseline,2027,12189,0.04794953141582648,1.0,2027-09-08,future_forecast,418.2734951231454,8723.202975557917,total_vehicle_market_proxy,False
baseline,2027,12193,0.05252226907491222,1.0,2027-09-08,future_forecast,34.960184191442686,665.625929861849,total_vehicle_market_proxy,False
baseline,2027,12202,0.04425597742507079,1.0,2027-09-08,future_forecast,106.97878435052814,2417.2731137088203,total_vehicle_market_proxy,False
baseline,2027,12203,0.04589180368384543,1.0,2027-09-08,future_forecast,893.8950853712607,19478.31668437832,total_vehicle_market_proxy,False
baseline,2027,12204,0.046647580770655485,1.0,2027-09-08,future_forecast,254.9355228894016,5465.139213602551,total_vehicle_market_proxy,False
baseline,2027,12205,0.049668751194102766,1.0,2027-09-08,future_forecast,800.4195790199832,16115.154091392136,total_vehicle_market_proxy,False
baseline,2027,12206,0.05280089277510141,1.0,2027-09-08,future_forecast,188.67661167358904,3573.3602550478213,total_vehicle_market_proxy,False
baseline,2027,12207,0.034389169189314145,1.0,2027-09-08,future_forecast,321.6692718906975,9353.795961742826,total_vehicle_market_proxy,False
baseline,2027,12208,0.04766127264492832,1.0,2027-09-08,future_forecast,617.7944316521802,12962.189160467587,total_vehicle_market_proxy,False
baseline,2027,12209,0.044309331824850764,1.0,2027-09-08,future_forecast,189.37893179430364,4274.01912858661,total_vehicle_market_proxy,False
baseline,2027,12210,0.05913594894485488,1.0,2027-09-08,future_forecast,186.453573180072,3152.9649309245483,total_vehicle_market_proxy,False
baseline,2027,12211,0.04468358945762346,1.0,2027-09-08,future_forecast,530.669811063066,11876.167906482466,total_vehicle_market_proxy,False
baseline,2027,12222,0.0496953182146502,1.0,2027-09-08,future_forecast,12.186812988149958,245.230605738576,total_vehicle_market_proxy,False
baseline,2027,12469,0.059839803558573504,1.0,2027-09-08,future_forecast,14.674551273946376,245.230605738576,total_vehicle_market_proxy,False
tco,2018,12007,0.00028267379801638593,1.0,2018-12-02,observed_fit,0.0198057904897092,70.06588735387885,total_vehicle_market_proxy,False
tco,2018,12009,0.0005148540768407695,1.0,2018-12-02,observed_fit,3.3909285286514,6586.193411264612,total_vehicle_market_proxy,False
tco,2018,12023,0.0007887367720222202,1.0,2018-12-02,observed_fit,0.9947437527666764,1261.1859723698194,total_vehicle_market_proxy,False
tco,2018,12041,0.0002826737980163865,1.0,2018-12-02,observed_fit,0.0594173714691277,210.19766206163652,total_vehicle_market_proxy,False
tco,2018,12045,0.0002826737980163864,1.0,2018-12-02,observed_fit,0.1089318476934008,385.3623804463337,total_vehicle_market_proxy,False
tco,2018,12046,0.0005408733290218752,1.0,2018-12-02,observed_fit,0.1894838487198208,350.32943676939425,total_vehicle_market_proxy,False
tco,2018,12047,0.00048433089379390195,1.0,2018-12-02,observed_fit,6.736112158543548,13908.078639744952,total_vehicle_market_proxy,False
tco,2018,12054,0.0005194171668448619,1.0,2018-12-02,observed_fit,12.191797275110703,23472.072263549417,total_vehicle_market_proxy,False
tco,2018,12059,0.0004537074338234617,1.0,2018-12-02,observed_fit,0.5245253301732199,1156.0871413390012,total_vehicle_market_proxy,False
tco,2018,12067,0.0008449431766121554,1.0,2018-12-02,observed_fit,0.5920169343293584,700.6588735387885,total_vehicle_market_proxy,False
tco,2018,12077,0.00045887648003831513,1.0,2018-12-02,observed_fit,3.359840920889593,7321.88522848034,total_vehicle_market_proxy,False
tco,2018,12084,0.00039921136792672295,1.0,2018-12-02,observed_fit,1.3705838380415412,3433.228480340064,total_vehicle_market_proxy,False
tco,2018,12085,0.00028267379801638593,1.0,2018-12-02,observed_fit,0.0396115809794184,140.1317747077577,total_vehicle_market_proxy,False
tco,2018,12110,0.0005010838259177677,1.0,2018-12-02,observed_fit,9.093200671515683,18147.064824654622,total_vehicle_market_proxy,False
tco,2018,12120,0.0007736113459887367,1.0,2018-12-02,observed_fit,0.2439169444067824,315.29649309245485,total_vehicle_market_proxy,False
tco,2018,12143,0.0007726038267828153,1.0,2018-12-02,observed_fit,1.1909297993238903,1541.4495217853348,total_vehicle_market_proxy,False
tco,2018,12147,0.00028267379801638626,1.0,2018-12-02,observed_fit,0.0990289524485461,350.32943676939425,total_vehicle_market_proxy,False
tco,2018,12158,0.0006541611745204069,1.0,2018-12-02,observed_fit,2.8646489478267445,4379.117959617428,total_vehicle_market_proxy,False
tco,2018,12159,0.0004616875072853917,1.0,2018-12-02,observed_fit,6.049177892214307,13102.320935175345,total_vehicle_market_proxy,False
tco,2018,12161,0.00056534759603275,1.0,2018-12-02,observed_fit,0.0011306951920655,2.0,market_size,False
tco,2018,12183,0.00038351433285675404,1.0,2018-12-02,observed_fit,0.5105541688462472,1331.251859723698,total_vehicle_market_proxy,False
tco,2018,12186,0.0006079311324352353,1.0,2018-12-02,observed_fit,4.3873091271446905,7216.786397449522,total_vehicle_market_proxy,False
tco,2018,12189,0.0005913659355601956,1.0,2018-12-02,observed_fit,5.15860508872229,8723.202975557917,total_vehicle_market_proxy,False
tco,2018,12193,0.00048775942246802307,1.0,2018-12-02,observed_fit,0.3246653191291563,665.625929861849,total_vehicle_market_proxy,False
tco,2018,12202,0.0004391006504800302,1.0,2018-12-02,observed_fit,1.061426196617431,2417.2731137088203,total_vehicle_market_proxy,False
tco,2018,12203,0.0004982390385327758,1.0,2018-12-02,observed_fit,9.704857777061578,19478.31668437832,total_vehicle_market_proxy,False
tco,2018,12204,0.0005169489016465047,1.0,2018-12-02,observed_fit,2.8251977138170807,5465.139213602551,total_vehicle_market_proxy,False
tco,2018,12205,0.0005311003002093339,1.0,2018-12-02,observed_fit,8.55876317585804,16115.154091392136,total_vehicle_market_proxy,False
tco,2018,12206,0.0004875534877876563,1.0,2018-12-02,observed_fit,1.7422042554703543,3573.3602550478213,total_vehicle_market_proxy,False
tco,2018,12207,0.0004993951616726918,1.0,2018-12-02,observed_fit,4.671240446567929,9353.795961742826,total_vehicle_market_proxy,False
tco,2018,12208,0.0007351786143867099,1.0,2018-12-02,observed_fit,9.529524266410991,12962.189160467587,total_vehicle_market_proxy,False
tco,2018,12209,0.0005703107545145589,1.0,2018-12-02,observed_fit,2.437519074033887,4274.01912858661,total_vehicle_market_proxy,False
tco,2018,12210,0.000854393219240312,1.0,2018-12-02,observed_fit,2.693871857484433,3152.9649309245483,total_vehicle_market_proxy,False
tco,2018,12211,0.0005046400103706122,1.0,2018-12-02,observed_fit,5.993189495490444,11876.167906482466,total_vehicle_market_proxy,False
tco,2018,12222,0.003171305179547857,1.0,2018-12-02,observed_fit,0.7777010901624045,245.230605738576,total_vehicle_market_proxy,False
tco,2018,12469,0.0005604020305381974,1.0,2018-12-02,observed_fit,0.1374277294060101,245.230605738576,total_vehicle_market_proxy,False
tco,2019,12007,0.0005279752938736451,1.0,2019-12-02,observed_fit,0.0369930574661819,70.06588735387885,total_vehicle_market_proxy,False
tco,2019,12009,0.0014882472877471888,1.0,2019-12-02,observed_fit,9.801884480892964,6586.193411264612,total_vehicle_market_proxy,False
tco,2019,12023,0.0023784574649203037,1.0,2019-12-02,observed_fit,2.999677190635769,1261.1859723698194,total_vehicle_market_proxy,False
tco,2019,12041,0.0012694209939640353,1.0,2019-12-02,observed_fit,0.266829325103199,210.19766206163652,total_vehicle_market_proxy,False
tco,2019,12045,0.0005279752938736451,1.0,2019-12-02,observed_fit,0.2034618160640005,385.3623804463337,total_vehicle_market_proxy,False
tco,2019,12046,0.001507270799236114,1.0,2019-12-02,observed_fit,0.5280413301553425,350.32943676939425,total_vehicle_market_proxy,False
tco,2019,12047,0.001387836929423418,1.0,2019-12-02,observed_fit,19.30214515356306,13908.078639744952,total_vehicle_market_proxy,False
tco,2019,12054,0.0015138542523486288,1.0,2019-12-02,observed_fit,35.53329640760859,23472.072263549417,total_vehicle_market_proxy,False
tco,2019,12059,0.0012534996946742202,1.0,2019-12-02,observed_fit,1.44915487868523,1156.0871413390012,total_vehicle_market_proxy,False
tco,2019,12067,0.001971017830140734,1.0,2019-12-02,observed_fit,1.381011132591274,700.6588735387885,total_vehicle_market_proxy,False
tco,2019,12077,0.0012881141766453016,1.0,2019-12-02,observed_fit,9.431424162575349,7321.88522848034,total_vehicle_market_proxy,False
tco,2019,12084,0.0015933774902896194,1.0,2019-12-02,observed_fit,5.470428979595095,3433.228480340064,total_vehicle_market_proxy,False
tco,2019,12085,0.0005279752938736451,1.0,2019-12-02,observed_fit,0.0739861149323638,140.1317747077577,total_vehicle_market_proxy,False
tco,2019,12110,0.0012827953479935207,1.0,2019-12-02,observed_fit,23.278970336803805,18147.064824654622,total_vehicle_market_proxy,False
tco,2019,12120,0.0018698906290735438,1.0,2019-12-02,observed_fit,0.5895699578133327,315.29649309245485,total_vehicle_market_proxy,False
tco,2019,12143,0.002254296511223231,1.0,2019-12-02,observed_fit,3.474884279187398,1541.4495217853348,total_vehicle_market_proxy,False
